Категория;URL категории;Товар;Вариант;Описание;Цена;URL;Изображение;Артикул;Количество;Активность;Заголовок [SEO];Ключевые слова [SEO];Описание [SEO];Старая цена;Рекомендуемый;Новый;Сортировка;Вес;Связанные артикулы;Смежные категории;Ссылка на товар;Валюта;Свойства;id
Межкомнатные двери/Verto/Полло;mezhkomnatnye-dveri-vinnica/verto/pollo;Дверне полотно Полло 4.3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна состоит из горизонтальных брусков (сосновая склейка) и вставок.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «UNI-MAT», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li>  <li>Все модели могут быть исполнены под раздвижную систему – без фурнитуры и четверти, нижний торец фрезирован под направляющий элемент, крепящийся к полу.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno pollo 4.3;Полло-4.3-new-350x350.png[:param:][alt=Дверне полотно Полло 4.3][title=Дверне полотно Полло 4.3];;-1;1;Межкомнатные двери Verto Полло Дверне полотно Полло 4.3;Межкомнатные двери Verto Полло модель Полло 4.3 купить, Межкомнатные, двери, Verto, Полло, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Полло модель Полло 4.3;;0;0;4051;15;;;;UAH;;3845
Межкомнатные двери/Verto/Линея;mezhkomnatnye-dveri-vinnica/verto/lineya;Дверне полотно Линея 1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель (модели 1-3), сосновая склейка (модель 4) или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul> <h4></h4> <p>&nbsp</p></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lineya 1;1-350x350.png[:param:][alt=Дверне полотно Линея 1][title=Дверне полотно Линея 1];;-1;1;Межкомнатные двери Verto Линея Дверне полотно Линея 1;Межкомнатные двери Verto Линея модель Линея 1 купить, Межкомнатные, двери, Verto, Линея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Линея модель Линея 1;;0;0;4052;15;;;;UAH;;3845
Межкомнатные двери/Verto/Линея;mezhkomnatnye-dveri-vinnica/verto/lineya;Дверне полотно Линея 3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul> <h4></h4> <p>&nbsp</p></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lineya 3;3-350x350.png[:param:][alt=Дверне полотно Линея 3][title=Дверне полотно Линея 3];;-1;1;Межкомнатные двери Verto Линея Дверне полотно Линея 3;Межкомнатные двери Verto Линея модель Линея 3 купить, Межкомнатные, двери, Verto, Линея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Линея модель Линея 3;;0;0;4053;15;;;;UAH;;3845
Межкомнатные двери/Verto/Линея;mezhkomnatnye-dveri-vinnica/verto/lineya;Дверне полотно Линея 4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul> <h4></h4> <p>&nbsp</p></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lineya 4;4-350x350.png[:param:][alt=Дверне полотно Линея 4][title=Дверне полотно Линея 4];;-1;1;Межкомнатные двери Verto Линея Дверне полотно Линея 4;Межкомнатные двери Verto Линея модель Линея 4 купить, Межкомнатные, двери, Verto, Линея, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Линея модель Линея 4;;0;0;4054;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 1;Line-1-350x350.png[:param:][alt=Дверне полотно Лайн 1][title=Дверне полотно Лайн 1];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 1;Межкомнатные двери Verto Лайн модель Лайн 1 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 1;;0;0;4055;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,&nbsp«RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 2;Line-2-350x350.png[:param:][alt=Дверне полотно Лайн 2][title=Дверне полотно Лайн 2];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 2;Межкомнатные двери Verto Лайн модель Лайн 2 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 2;;0;0;4056;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL»,&nbsp«RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 3;Line-3-350x350.png[:param:][alt=Дверне полотно Лайн 3][title=Дверне полотно Лайн 3];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 3;Межкомнатные двери Verto Лайн модель Лайн 3 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 3;;0;0;4057;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 4;Line-4-350x350.png[:param:][alt=Дверне полотно Лайн 4][title=Дверне полотно Лайн 4];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 4;Межкомнатные двери Verto Лайн модель Лайн 4 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 4;;0;0;4058;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 5;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием &nbsp«Verto-CELL»,&nbsp «RESIST» «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 5;Line-5-350x350.png[:param:][alt=Дверне полотно Лайн 5][title=Дверне полотно Лайн 5];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 5;Межкомнатные двери Verto Лайн модель Лайн 5 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 5;;0;0;4059;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 6;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 6;Line-6-350x350.png[:param:][alt=Дверне полотно Лайн 6][title=Дверне полотно Лайн 6];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 6;Межкомнатные двери Verto Лайн модель Лайн 6 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 6;;0;0;4060;15;;;;UAH;;3845
Межкомнатные двери/Verto/Лайн;mezhkomnatnye-dveri-vinnica/verto/lajn;Дверне полотно Лайн 7;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: стабилизирующий сотовый наполнитель или трубчатое ДСП заполнение.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li>  <li>Оба торца полотна и верх оклеены кромочной лентой под цвет полотна.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием&nbsp«Verto-CELL», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno lajn 7;Line-7-350x350.png[:param:][alt=Дверне полотно Лайн 7][title=Дверне полотно Лайн 7];;-1;1;Межкомнатные двери Verto Лайн Дверне полотно Лайн 7;Межкомнатные двери Verto Лайн модель Лайн 7 купить, Межкомнатные, двери, Verto, Лайн, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Лайн модель Лайн 7;;0;0;4061;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 1;Elegant-1-350x350.png[:param:][alt=Дверне полотно Элегант 1][title=Дверне полотно Элегант 1];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 1;Межкомнатные двери Verto Элегант модель Элегант 1 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 1;;0;0;4062;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 2;Elegant-2-350x350.png[:param:][alt=Дверне полотно Элегант 2][title=Дверне полотно Элегант 2];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 2;Межкомнатные двери Verto Элегант модель Элегант 2 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 2;;0;0;4063;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием&nbsp&nbsp«Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 3;Elegant-3-350x350.png[:param:][alt=Дверне полотно Элегант 3][title=Дверне полотно Элегант 3];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 3;Межкомнатные двери Verto Элегант модель Элегант 3 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 3;;0;0;4064;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 4;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 4;Elegant-4-350x350.png[:param:][alt=Дверне полотно Элегант 4][title=Дверне полотно Элегант 4];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 4;Межкомнатные двери Verto Элегант модель Элегант 4 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 4;;0;0;4065;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 5;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» или «ЭКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 5;Elegant-5-350x350.png[:param:][alt=Дверне полотно Элегант 5][title=Дверне полотно Элегант 5];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 5;Межкомнатные двери Verto Элегант модель Элегант 5 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 5;;0;0;4066;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 6;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 6;Elegant-6-350x350.png[:param:][alt=Дверне полотно Элегант 6][title=Дверне полотно Элегант 6];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 6;Межкомнатные двери Verto Элегант модель Элегант 6 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 6;;0;0;4067;15;;;;UAH;;3845
Межкомнатные двери/Verto/Элегант;mezhkomnatnye-dveri-vinnica/verto/elegant;Дверне полотно Элегант 7;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Каркас рамы полотна изготовлен из соснового бруса, срощенного по длине «микрошипом».</li>  <li>Заполнение полотна: сосновая склейка.</li>  <li>Рама вместе с наполнителем оклеена с двух сторон плитами ХДФ.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>Дверное полотно оклеено покрытием «Verto-CELL», «RESIST», «Verto LINE-3D» або «ЕКОШПОН».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые и двустворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno elegant 7;Elegant-7-350x350.png[:param:][alt=Дверне полотно Элегант 7][title=Дверне полотно Элегант 7];;-1;1;Межкомнатные двери Verto Элегант Дверне полотно Элегант 7;Межкомнатные двери Verto Элегант модель Элегант 7 купить, Межкомнатные, двери, Verto, Элегант, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Элегант модель Элегант 7;;0;0;4068;15;;;;UAH;;3845
Межкомнатные двери/Verto/Гласфорд;mezhkomnatnye-dveri-vinnica/verto/glasford;Дверне полотно Гласфорд 1;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Дверное полотно изготовлено из 8 мм каленого стекла.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>К дверному полотну возможно заказать дверную коробку, оклеенную покрытием «Симплекс», «Verto-CELL», «UNI-MAT», «Резист», «Verto LINE-3D» или «ЭКО Шпон».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno glasford 1;glasford-1-350x350.png[:param:][alt=Дверне полотно Гласфорд 1][title=Дверне полотно Гласфорд 1];;-1;1;Межкомнатные двери Verto Гласфорд Дверне полотно Гласфорд 1;Межкомнатные двери Verto Гласфорд модель Гласфорд 1 купить, Межкомнатные, двери, Verto, Гласфорд, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Гласфорд модель Гласфорд 1;;0;0;4069;15;;;;UAH;;3845
Межкомнатные двери/Verto/Гласфорд;mezhkomnatnye-dveri-vinnica/verto/glasford;Дверне полотно Гласфорд 2;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Дверное полотно изготовлено из 8 мм каленого стекла.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>К дверному полотну возможно заказать дверную коробку, оклеенную покрытием «Симплекс», «Verto-CELL», «UNI-MAT», «Резист», «Verto LINE-3D» или «ЭКО Шпон».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno glasford 2;glasford-2-350x350.png[:param:][alt=Дверне полотно Гласфорд 2][title=Дверне полотно Гласфорд 2];;-1;1;Межкомнатные двери Verto Гласфорд Дверне полотно Гласфорд 2;Межкомнатные двери Verto Гласфорд модель Гласфорд 2 купить, Межкомнатные, двери, Verto, Гласфорд, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Гласфорд модель Гласфорд 2;;0;0;4070;15;;;;UAH;;3845
Межкомнатные двери/Verto/Гласфорд;mezhkomnatnye-dveri-vinnica/verto/glasford;Дверне полотно Гласфорд 3;;"<div itemprop=""""description""""> <p><strong>КОНСТРУКЦИЯ ПОЛОТНА</strong></p> <ul>  <li>Дверное полотно изготовлено из 8 мм каленого стекла.</li> </ul> <p><strong>ПОКРЫТИЕ</strong></p> <ul>  <li>К дверному полотну возможно заказать дверную коробку, оклеенную покрытием «Симплекс», «Verto-CELL», «UNI-MAT», «Резист», «Verto LINE-3D» или «ЭКО Шпон».</li> </ul> <p><strong>МОДЕЛЬ</strong></p> <ul>  <li>Одностворчатые во всех моделях.</li> </ul></div>";0;mezhkomnatnye-dveri-vinnica-verto-dverne polotno glasford 3;glasford-3-350x350.png[:param:][alt=Дверне полотно Гласфорд 3][title=Дверне полотно Гласфорд 3];;-1;1;Межкомнатные двери Verto Гласфорд Дверне полотно Гласфорд 3;Межкомнатные двери Verto Гласфорд модель Гласфорд 3 купить, Межкомнатные, двери, Verto, Гласфорд, Купить в Виннице межкомнатные двери;Купить в Виннице межкомнатные двери изготовитель Verto колекция Гласфорд модель Гласфорд 3;;0;0;4071;15;;;;UAH;;3845
